TEAM_ID,SEASON_ID,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,TM_TOV_PCT,TS_PCT,PACE
1610612737,1996-97,1.2047730246949377,0.11868962003664037,-1.2498003448012422,1.302477644923203,-1.281763717971961,-1.1722250250535629,1.1576577717826853,-1.1911921305440225,1.0563207584652625,0.08295130412241207,-1.5765491694524154
1610612738,1996-97,-2.083550958089132,-0.6440433548782938,0.9575006281886997,-1.5148777391036627,-0.9531423765692758,-0.6875415037820592,0.9916690112846491,-1.6589018553351647,0.9857762295045547,-0.8062302328981307,0.5821721760441042
1610612766,1996-97,1.0469334735213023,0.70708362925673,0.2817962487019826,0.44045099757169914,0.6430184245294791,1.8166566894540357,0.5600982339897556,-1.541974424137379,0.6330535847010157,0.8912981559592691,-1.1835780507333886
1610612741,1996-97,2.2438834032547033,1.4262318627479562,-1.1597064275363453,2.4798798949642813,1.8166660723962111,1.9782178632112026,2.485567855766971,-1.1911921305440225,-0.42511434970960127,0.2850380170816263,-0.8010861618468708
1610612739,1996-97,0.08016622258278579,-0.6876280963020049,-1.1371829482201228,0.39840091721308923,-0.4836833174225836,0.44338671251811235,0.7592847465873988,-0.7624582161521422,1.197409816386678,-0.36163946438785927,-2.6847277242400724
1610612742,1996-97,-1.3601196818766368,-1.384983959081374,0.03403797622352093,-1.367702457848528,-1.3287096238866303,-0.7683220906606442,1.0912622675834707,-1.9707083385292594,1.6912215191116307,-1.250821001408402,-1.0237697957876513
1610612743,1996-97,-1.6034556566026579,-0.6004586134545857,0.8674067109238061,-1.3887274980278328,-0.7184128469959302,0.36260612563952743,0.8256802507866132,-1.34709537214107,1.550132461190215,-0.40205680697970214,-0.23258794343334474
1610612765,1996-97,1.0469334735213023,0.5763294049855996,-0.731760320528093,1.239402524385288,-0.24895378784923697,-0.6875415037820592,0.09532970459525486,-0.9963130785477132,-0.49565887867030906,0.5679594152245263,-2.2184019966934936
1610612744,1996-97,-0.8800243803901626,-0.12102645779376939,1.0025475868211482,-1.0523268551589533,-1.1878719061426224,-0.12207739563197345,1.5892285490775768,-2.048659959327783,2.0439441639151696,0.12336864671425492,-0.25616621055648725
1610612745,1996-97,1.2836928002817547,0.358405697867047,-0.6867133618956446,0.9871020422336284,-0.34284559967857564,1.412753755061117,0.62649373818897,-0.3337243017602662,1.7617660480723385,0.8104634707755833,-0.47884984449726764
